username,email,full_name,time_to_submit_ms,label
student611,student611@yahoo.com,User 611,709,0
test612,test612@spam.com,User 612,1564,1
user613,user613@gmail.com,User 613,1223,0
spammer614,spammer614@fake.org,User 614,2865,1
alpha615,alpha615@hotmail.com,User 615,251,1
spammer616,spammer616@example.com,User 616,1083,0
student617,student617@tempmail.com,User 617,1787,1
student618,student618@example.com,User 618,2539,0
student619,student619@fraud.net,User 619,777,1
gamma620,gamma620@yahoo.com,User 620,912,0
alpha621,alpha621@gmail.com,User 621,2615,0
student622,student622@fraud.net,User 622,1697,1
spammer623,spammer623@gmail.com,User 623,2379,0
beta624,beta624@hotmail.com,User 624,2457,0
normal625,normal625@spam.com,User 625,812,1
spammer626,spammer626@spam.com,User 626,651,1
test627,test627@hotmail.com,User 627,1415,0
bot628,bot628@hotmail.com,User 628,664,0
gamma629,gamma629@gmail.com,User 629,1347,0
user630,user630@yahoo.com,User 630,209,1
user631,user631@spam.com,User 631,1956,1
spammer632,spammer632@yahoo.com,User 632,1659,0
test633,test633@outlook.com,User 633,2380,0
wissal634,wissal634@spam.com,User 634,2789,1
wissal635,wissal635@hotmail.com,User 635,348,1
normal636,normal636@example.com,User 636,670,0
spammer637,spammer637@fraud.net,User 637,2468,1
spammer638,spammer638@example.com,User 638,678,0
student639,student639@example.com,User 639,2711,0
test640,test640@fake.org,User 640,2093,1
spammer641,spammer641@gmail.com,User 641,2559,0
student642,student642@outlook.com,User 642,1972,0
beta643,beta643@tempmail.com,User 643,1857,1
test644,test644@gmail.com,User 644,1060,0
spammer645,spammer645@fake.org,User 645,518,1
test646,test646@yahoo.com,User 646,719,0
normal647,normal647@yahoo.com,User 647,1207,0
student648,student648@example.com,User 648,699,0
wissal649,wissal649@outlook.com,User 649,1182,0
user650,user650@gmail.com,User 650,117,1
normal651,normal651@fake.org,User 651,1752,1
user652,user652@tempmail.com,User 652,494,1
alpha653,alpha653@example.com,User 653,412,0
alpha654,alpha654@outlook.com,User 654,425,0
gamma655,gamma655@fake.org,User 655,602,1
gamma656,gamma656@example.com,User 656,2943,0
user657,user657@example.com,User 657,762,0
wissal658,wissal658@hotmail.com,User 658,2135,0
user659,user659@gmail.com,User 659,739,0
normal660,normal660@spam.com,User 660,2322,1
gamma661,gamma661@gmail.com,User 661,723,0
user662,user662@fake.org,User 662,415,1
wissal663,wissal663@outlook.com,User 663,372,1
bot664,bot664@example.com,User 664,375,1
student665,student665@gmail.com,User 665,2947,0
normal666,normal666@tempmail.com,User 666,2761,1
gamma667,gamma667@example.com,User 667,1340,0
spammer668,spammer668@yahoo.com,User 668,2214,0
beta669,beta669@spam.com,User 669,1188,1
normal670,normal670@spam.com,User 670,2758,1
beta671,beta671@hotmail.com,User 671,921,0
normal672,normal672@fake.org,User 672,1079,1
alpha673,alpha673@example.com,User 673,2982,0
user674,user674@outlook.com,User 674,2179,0
alpha675,alpha675@outlook.com,User 675,2061,0
test676,test676@fake.org,User 676,937,1
gamma677,gamma677@fake.org,User 677,2410,1
gamma678,gamma678@yahoo.com,User 678,239,1
beta679,beta679@example.com,User 679,1704,0
gamma680,gamma680@yahoo.com,User 680,197,1
normal681,normal681@outlook.com,User 681,1927,0
user682,user682@example.com,User 682,1653,0
normal683,normal683@example.com,User 683,982,0
test684,test684@outlook.com,User 684,2290,0
alpha685,alpha685@fraud.net,User 685,491,1
spammer686,spammer686@tempmail.com,User 686,2619,1
bot687,bot687@outlook.com,User 687,1268,0
test688,test688@yahoo.com,User 688,1087,0
bot689,bot689@hotmail.com,User 689,934,0
beta690,beta690@tempmail.com,User 690,1943,1
gamma691,gamma691@hotmail.com,User 691,935,0
alpha692,alpha692@yahoo.com,User 692,1402,0
student693,student693@yahoo.com,User 693,1841,0
student694,student694@fraud.net,User 694,1216,1
test695,test695@gmail.com,User 695,788,0
student696,student696@spam.com,User 696,2586,1
student697,student697@example.com,User 697,379,1
test698,test698@gmail.com,User 698,1168,0
user699,user699@tempmail.com,User 699,1859,1
gamma700,gamma700@gmail.com,User 700,1343,0
normal701,normal701@hotmail.com,User 701,2827,0
gamma702,gamma702@hotmail.com,User 702,2169,0
beta703,beta703@hotmail.com,User 703,2432,0
test704,test704@fraud.net,User 704,982,1
user705,user705@spam.com,User 705,494,1
spammer706,spammer706@tempmail.com,User 706,2061,1
bot707,bot707@hotmail.com,User 707,264,1
student708,student708@fake.org,User 708,2059,1
normal709,normal709@hotmail.com,User 709,1669,0
beta710,beta710@spam.com,User 710,538,1
beta711,beta711@outlook.com,User 711,369,1
user712,user712@outlook.com,User 712,781,0
bot713,bot713@tempmail.com,User 713,2755,1
test714,test714@yahoo.com,User 714,2772,0
beta715,beta715@tempmail.com,User 715,1451,1
wissal716,wissal716@outlook.com,User 716,421,0
alpha717,alpha717@gmail.com,User 717,580,0
wissal718,wissal718@tempmail.com,User 718,2928,1
test719,test719@fraud.net,User 719,1900,1
spammer720,spammer720@yahoo.com,User 720,1137,0
student721,student721@gmail.com,User 721,1036,0
alpha722,alpha722@yahoo.com,User 722,2472,0
test723,test723@spam.com,User 723,2382,1
wissal724,wissal724@fraud.net,User 724,2082,1
normal725,normal725@yahoo.com,User 725,1080,0
test726,test726@outlook.com,User 726,2664,0
gamma727,gamma727@example.com,User 727,2558,0
student728,student728@fake.org,User 728,2535,1
spammer729,spammer729@outlook.com,User 729,2437,0
alpha730,alpha730@example.com,User 730,739,0
spammer731,spammer731@outlook.com,User 731,411,0
student732,student732@example.com,User 732,545,0
beta733,beta733@outlook.com,User 733,2673,0
test734,test734@yahoo.com,User 734,1727,0
normal735,normal735@outlook.com,User 735,907,0
student736,student736@example.com,User 736,850,0
test737,test737@fake.org,User 737,2156,1
user738,user738@fake.org,User 738,2428,1
wissal739,wissal739@outlook.com,User 739,2211,0
wissal740,wissal740@example.com,User 740,2625,0
alpha741,alpha741@tempmail.com,User 741,691,1
student742,student742@fraud.net,User 742,2914,1
test743,test743@yahoo.com,User 743,802,0
bot744,bot744@example.com,User 744,1568,0
student745,student745@gmail.com,User 745,2689,0
bot746,bot746@yahoo.com,User 746,890,0
beta747,beta747@gmail.com,User 747,2722,0
wissal748,wissal748@gmail.com,User 748,1437,0
user749,user749@outlook.com,User 749,1362,0
beta750,beta750@fraud.net,User 750,486,1
test751,test751@fraud.net,User 751,317,1
normal752,normal752@yahoo.com,User 752,2636,0
gamma753,gamma753@outlook.com,User 753,1702,0
user754,user754@example.com,User 754,2332,0
wissal755,wissal755@outlook.com,User 755,1063,0
normal756,normal756@fake.org,User 756,1396,1
gamma757,gamma757@gmail.com,User 757,2119,0
test758,test758@hotmail.com,User 758,1488,0
user759,user759@spam.com,User 759,1610,1
bot760,bot760@tempmail.com,User 760,507,1
user761,user761@gmail.com,User 761,2389,0
user762,user762@fake.org,User 762,966,1
gamma763,gamma763@example.com,User 763,2269,0
alpha764,alpha764@tempmail.com,User 764,100,1
wissal765,wissal765@hotmail.com,User 765,1104,0
normal766,normal766@hotmail.com,User 766,1171,0
test767,test767@fake.org,User 767,316,1
normal768,normal768@fake.org,User 768,804,1
normal769,normal769@outlook.com,User 769,892,0
normal770,normal770@outlook.com,User 770,2437,0
student771,student771@example.com,User 771,1903,0
wissal772,wissal772@yahoo.com,User 772,2424,0
wissal773,wissal773@spam.com,User 773,537,1
spammer774,spammer774@fraud.net,User 774,323,1
bot775,bot775@spam.com,User 775,2870,1
beta776,beta776@gmail.com,User 776,2727,0
gamma777,gamma777@example.com,User 777,2064,0
alpha778,alpha778@example.com,User 778,1832,0
beta779,beta779@gmail.com,User 779,762,0
wissal780,wissal780@fraud.net,User 780,656,1
bot781,bot781@yahoo.com,User 781,2870,0
spammer782,spammer782@fraud.net,User 782,2045,1
user783,user783@fake.org,User 783,1993,1
wissal784,wissal784@yahoo.com,User 784,2590,0
alpha785,alpha785@gmail.com,User 785,2978,0
test786,test786@fake.org,User 786,626,1
wissal787,wissal787@hotmail.com,User 787,1636,0
spammer788,spammer788@spam.com,User 788,447,1
user789,user789@tempmail.com,User 789,1978,1
normal790,normal790@gmail.com,User 790,1509,0
beta791,beta791@spam.com,User 791,291,1
alpha792,alpha792@gmail.com,User 792,2829,0
user793,user793@example.com,User 793,571,0
alpha794,alpha794@tempmail.com,User 794,792,1
gamma795,gamma795@gmail.com,User 795,2958,0
spammer796,spammer796@tempmail.com,User 796,603,1
gamma797,gamma797@outlook.com,User 797,2394,0
wissal798,wissal798@hotmail.com,User 798,2263,0
gamma799,gamma799@fake.org,User 799,1985,1
user800,user800@yahoo.com,User 800,2006,0
beta801,beta801@example.com,User 801,871,0
normal802,normal802@yahoo.com,User 802,1195,0
wissal803,wissal803@gmail.com,User 803,2006,0
normal804,normal804@outlook.com,User 804,677,0
user805,user805@tempmail.com,User 805,939,1
user806,user806@spam.com,User 806,1536,1
spammer807,spammer807@hotmail.com,User 807,237,1
wissal808,wissal808@tempmail.com,User 808,717,1
wissal809,wissal809@outlook.com,User 809,1870,0
gamma810,gamma810@fraud.net,User 810,1131,1
spammer811,spammer811@gmail.com,User 811,2606,0
bot812,bot812@hotmail.com,User 812,575,0
spammer813,spammer813@spam.com,User 813,1547,1
normal814,normal814@outlook.com,User 814,2861,0
user815,user815@hotmail.com,User 815,486,0
wissal816,wissal816@gmail.com,User 816,1672,0
normal817,normal817@yahoo.com,User 817,750,0
alpha818,alpha818@example.com,User 818,1032,0
beta819,beta819@yahoo.com,User 819,205,1
normal820,normal820@yahoo.com,User 820,2970,0
spammer821,spammer821@example.com,User 821,1910,0
spammer822,spammer822@example.com,User 822,1517,0
test823,test823@spam.com,User 823,2977,1
test824,test824@hotmail.com,User 824,2611,0
student825,student825@tempmail.com,User 825,347,1
gamma826,gamma826@outlook.com,User 826,2151,0
user827,user827@yahoo.com,User 827,2208,0
wissal828,wissal828@example.com,User 828,232,1
bot829,bot829@yahoo.com,User 829,1227,0
wissal830,wissal830@tempmail.com,User 830,371,1
normal831,normal831@tempmail.com,User 831,562,1
wissal832,wissal832@hotmail.com,User 832,2866,0
student833,student833@outlook.com,User 833,1063,0
gamma834,gamma834@spam.com,User 834,1385,1
student835,student835@gmail.com,User 835,2782,0
normal836,normal836@gmail.com,User 836,340,1
gamma837,gamma837@fake.org,User 837,2103,1
normal838,normal838@hotmail.com,User 838,211,1
spammer839,spammer839@fake.org,User 839,2543,1
spammer840,spammer840@spam.com,User 840,1331,1
student841,student841@tempmail.com,User 841,1037,1
bot842,bot842@outlook.com,User 842,2096,0
normal843,normal843@outlook.com,User 843,621,0
wissal844,wissal844@outlook.com,User 844,294,1
user845,user845@example.com,User 845,2881,0
user846,user846@tempmail.com,User 846,1765,1
beta847,beta847@yahoo.com,User 847,199,1
gamma848,gamma848@fraud.net,User 848,1145,1
normal849,normal849@gmail.com,User 849,309,1
alpha850,alpha850@spam.com,User 850,901,1
alpha851,alpha851@outlook.com,User 851,459,0
student852,student852@outlook.com,User 852,2185,0
normal853,normal853@outlook.com,User 853,1580,0
test854,test854@fraud.net,User 854,1341,1
gamma855,gamma855@gmail.com,User 855,719,0
gamma856,gamma856@gmail.com,User 856,502,0
bot857,bot857@yahoo.com,User 857,447,0
spammer858,spammer858@spam.com,User 858,2109,1
spammer859,spammer859@outlook.com,User 859,2682,0
normal860,normal860@fake.org,User 860,2295,1
gamma861,gamma861@gmail.com,User 861,2724,0
test862,test862@spam.com,User 862,1384,1
normal863,normal863@yahoo.com,User 863,2749,0
gamma864,gamma864@gmail.com,User 864,1392,0
alpha865,alpha865@hotmail.com,User 865,1539,0
spammer866,spammer866@hotmail.com,User 866,1556,0
spammer867,spammer867@example.com,User 867,1210,0
alpha868,alpha868@yahoo.com,User 868,1019,0
test869,test869@hotmail.com,User 869,1112,0
beta870,beta870@hotmail.com,User 870,862,0
gamma871,gamma871@yahoo.com,User 871,1335,0
wissal872,wissal872@example.com,User 872,2715,0
test873,test873@outlook.com,User 873,198,1
user874,user874@tempmail.com,User 874,2480,1
wissal875,wissal875@yahoo.com,User 875,464,0
alpha876,alpha876@example.com,User 876,943,0
gamma877,gamma877@outlook.com,User 877,2073,0
test878,test878@outlook.com,User 878,2305,0
spammer879,spammer879@yahoo.com,User 879,2415,0
test880,test880@hotmail.com,User 880,426,0
test881,test881@fraud.net,User 881,115,1
wissal882,wissal882@tempmail.com,User 882,986,1
normal883,normal883@spam.com,User 883,1593,1
gamma884,gamma884@hotmail.com,User 884,2843,0
alpha885,alpha885@fraud.net,User 885,1769,1
gamma886,gamma886@example.com,User 886,881,0
user887,user887@example.com,User 887,572,0
normal888,normal888@yahoo.com,User 888,2765,0
alpha889,alpha889@gmail.com,User 889,2482,0
user890,user890@gmail.com,User 890,273,1
gamma891,gamma891@spam.com,User 891,1227,1
gamma892,gamma892@yahoo.com,User 892,2063,0
normal893,normal893@yahoo.com,User 893,1046,0
wissal894,wissal894@example.com,User 894,1872,0
wissal895,wissal895@fake.org,User 895,2545,1
bot896,bot896@example.com,User 896,2957,0
alpha897,alpha897@example.com,User 897,990,0
bot898,bot898@gmail.com,User 898,2644,0
student899,student899@gmail.com,User 899,2408,0
beta900,beta900@outlook.com,User 900,1871,0
student901,student901@example.com,User 901,2955,0
user902,user902@yahoo.com,User 902,1173,0
test903,test903@gmail.com,User 903,1078,0
bot904,bot904@gmail.com,User 904,2880,0
gamma905,gamma905@outlook.com,User 905,989,0
spammer906,spammer906@example.com,User 906,506,0
wissal907,wissal907@outlook.com,User 907,708,0
user908,user908@yahoo.com,User 908,1028,0
alpha909,alpha909@outlook.com,User 909,1589,0
bot910,bot910@yahoo.com,User 910,1600,0
beta911,beta911@tempmail.com,User 911,2459,1
spammer912,spammer912@hotmail.com,User 912,1369,0
bot913,bot913@fraud.net,User 913,422,1
test914,test914@example.com,User 914,2157,0
student915,student915@hotmail.com,User 915,643,0
student916,student916@example.com,User 916,1131,0
student917,student917@fraud.net,User 917,2509,1
beta918,beta918@example.com,User 918,738,0
spammer919,spammer919@example.com,User 919,1267,0
user920,user920@outlook.com,User 920,2200,0
gamma921,gamma921@yahoo.com,User 921,2446,0
normal922,normal922@spam.com,User 922,830,1
wissal923,wissal923@example.com,User 923,2622,0
alpha924,alpha924@gmail.com,User 924,1818,0
bot925,bot925@yahoo.com,User 925,2994,0
bot926,bot926@tempmail.com,User 926,894,1
normal927,normal927@yahoo.com,User 927,208,1
user928,user928@spam.com,User 928,1772,1
spammer929,spammer929@outlook.com,User 929,1901,0
normal930,normal930@gmail.com,User 930,1607,0
student931,student931@tempmail.com,User 931,2020,1
alpha932,alpha932@spam.com,User 932,620,1
test933,test933@gmail.com,User 933,1637,0
alpha934,alpha934@yahoo.com,User 934,2973,0
student935,student935@gmail.com,User 935,1739,0
gamma936,gamma936@fake.org,User 936,309,1
wissal937,wissal937@fake.org,User 937,632,1
student938,student938@fraud.net,User 938,1567,1
bot939,bot939@outlook.com,User 939,1571,0
gamma940,gamma940@outlook.com,User 940,1569,0
user941,user941@yahoo.com,User 941,1482,0
wissal942,wissal942@hotmail.com,User 942,1765,0
bot943,bot943@fake.org,User 943,560,1
test944,test944@outlook.com,User 944,1083,0
gamma945,gamma945@yahoo.com,User 945,1821,0
alpha946,alpha946@example.com,User 946,2296,0
user947,user947@outlook.com,User 947,2406,0
wissal948,wissal948@hotmail.com,User 948,275,1
spammer949,spammer949@outlook.com,User 949,512,0
student950,student950@fake.org,User 950,1347,1
alpha951,alpha951@fraud.net,User 951,1189,1
user952,user952@hotmail.com,User 952,1559,0
beta953,beta953@yahoo.com,User 953,2871,0
spammer954,spammer954@hotmail.com,User 954,2262,0
alpha955,alpha955@hotmail.com,User 955,2996,0
student956,student956@example.com,User 956,2446,0
normal957,normal957@hotmail.com,User 957,289,1
gamma958,gamma958@hotmail.com,User 958,317,1
beta959,beta959@outlook.com,User 959,1021,0
student960,student960@tempmail.com,User 960,2121,1
student961,student961@fake.org,User 961,2876,1
spammer962,spammer962@hotmail.com,User 962,1325,0
spammer963,spammer963@gmail.com,User 963,1807,0
beta964,beta964@outlook.com,User 964,2755,0
beta965,beta965@yahoo.com,User 965,2647,0
gamma966,gamma966@yahoo.com,User 966,2975,0
bot967,bot967@spam.com,User 967,2849,1
gamma968,gamma968@fake.org,User 968,1812,1
normal969,normal969@fake.org,User 969,1987,1
wissal970,wissal970@outlook.com,User 970,2478,0
normal971,normal971@fake.org,User 971,1768,1
beta972,beta972@example.com,User 972,245,1
normal973,normal973@gmail.com,User 973,439,0
alpha974,alpha974@gmail.com,User 974,1492,0
test975,test975@fake.org,User 975,2899,1
user976,user976@yahoo.com,User 976,2942,0
user977,user977@yahoo.com,User 977,806,0
normal978,normal978@yahoo.com,User 978,2127,0
test979,test979@tempmail.com,User 979,812,1
bot980,bot980@fake.org,User 980,2943,1
user981,user981@fraud.net,User 981,2714,1
alpha982,alpha982@gmail.com,User 982,1857,0
wissal983,wissal983@hotmail.com,User 983,1953,0
beta984,beta984@outlook.com,User 984,1551,0
spammer985,spammer985@gmail.com,User 985,956,0
wissal986,wissal986@hotmail.com,User 986,238,1
normal987,normal987@yahoo.com,User 987,2905,0
bot988,bot988@hotmail.com,User 988,1416,0
gamma989,gamma989@tempmail.com,User 989,777,1
user990,user990@outlook.com,User 990,2187,0
alpha991,alpha991@outlook.com,User 991,269,1
test992,test992@hotmail.com,User 992,1420,0
gamma993,gamma993@spam.com,User 993,2726,1
gamma994,gamma994@gmail.com,User 994,650,0
spammer995,spammer995@fraud.net,User 995,2171,1
beta996,beta996@fraud.net,User 996,1128,1
user997,user997@fake.org,User 997,2327,1
bot998,bot998@hotmail.com,User 998,505,0
beta999,beta999@tempmail.com,User 999,2627,1
beta1000,beta1000@tempmail.com,User 1000,2771,1
bot1001,bot1001@hotmail.com,User 1001,1341,0
user1002,user1002@fraud.net,User 1002,1643,1
user1003,user1003@gmail.com,User 1003,2232,0
normal1004,normal1004@gmail.com,User 1004,2876,0
normal1005,normal1005@yahoo.com,User 1005,2440,0
test1006,test1006@hotmail.com,User 1006,1805,0
bot1007,bot1007@fake.org,User 1007,2177,1
normal1008,normal1008@hotmail.com,User 1008,250,1
beta1009,beta1009@yahoo.com,User 1009,1842,0
user1010,user1010@gmail.com,User 1010,1201,0
gamma1011,gamma1011@yahoo.com,User 1011,525,0
beta1012,beta1012@outlook.com,User 1012,2594,0
user1013,user1013@spam.com,User 1013,2476,1
wissal1014,wissal1014@hotmail.com,User 1014,1498,0
normal1015,normal1015@gmail.com,User 1015,997,0
beta1016,beta1016@yahoo.com,User 1016,663,0
alpha1017,alpha1017@gmail.com,User 1017,1023,0
normal1018,normal1018@fake.org,User 1018,2709,1
gamma1019,gamma1019@spam.com,User 1019,869,1
wissal1020,wissal1020@outlook.com,User 1020,2051,0
bot1021,bot1021@gmail.com,User 1021,503,0
spammer1022,spammer1022@tempmail.com,User 1022,1391,1
gamma1023,gamma1023@gmail.com,User 1023,2167,0
alpha1024,alpha1024@yahoo.com,User 1024,888,0
beta1025,beta1025@tempmail.com,User 1025,2740,1
wissal1026,wissal1026@example.com,User 1026,1682,0
gamma1027,gamma1027@fraud.net,User 1027,599,1
bot1028,bot1028@spam.com,User 1028,1298,1
wissal1029,wissal1029@hotmail.com,User 1029,121,1
alpha1030,alpha1030@outlook.com,User 1030,760,0
gamma1031,gamma1031@spam.com,User 1031,200,1
test1032,test1032@gmail.com,User 1032,2346,0
gamma1033,gamma1033@spam.com,User 1033,947,1
student1034,student1034@yahoo.com,User 1034,2423,0
test1035,test1035@fraud.net,User 1035,1730,1
wissal1036,wissal1036@fake.org,User 1036,1214,1
spammer1037,spammer1037@fraud.net,User 1037,485,1
beta1038,beta1038@outlook.com,User 1038,1303,0
user1039,user1039@outlook.com,User 1039,1375,0
wissal1040,wissal1040@yahoo.com,User 1040,2081,0
user1041,user1041@gmail.com,User 1041,125,1
normal1042,normal1042@outlook.com,User 1042,2062,0
bot1043,bot1043@fraud.net,User 1043,683,1
bot1044,bot1044@tempmail.com,User 1044,1471,1
gamma1045,gamma1045@spam.com,User 1045,894,1
gamma1046,gamma1046@fake.org,User 1046,2351,1
gamma1047,gamma1047@yahoo.com,User 1047,1950,0
user1048,user1048@gmail.com,User 1048,2734,0
bot1049,bot1049@fake.org,User 1049,1991,1
spammer1050,spammer1050@yahoo.com,User 1050,1569,0
test1051,test1051@tempmail.com,User 1051,1257,1
beta1052,beta1052@gmail.com,User 1052,986,0
student1053,student1053@gmail.com,User 1053,2961,0
alpha1054,alpha1054@example.com,User 1054,181,1
beta1055,beta1055@yahoo.com,User 1055,125,1
alpha1056,alpha1056@hotmail.com,User 1056,870,0
test1057,test1057@fraud.net,User 1057,195,1
bot1058,bot1058@yahoo.com,User 1058,538,0
wissal1059,wissal1059@hotmail.com,User 1059,978,0
user1060,user1060@example.com,User 1060,1134,0
student1061,student1061@fake.org,User 1061,565,1
user1062,user1062@example.com,User 1062,1430,0
beta1063,beta1063@example.com,User 1063,641,0
test1064,test1064@hotmail.com,User 1064,1610,0
student1065,student1065@example.com,User 1065,2404,0
alpha1066,alpha1066@spam.com,User 1066,171,1
beta1067,beta1067@example.com,User 1067,2605,0
student1068,student1068@spam.com,User 1068,2959,1
student1069,student1069@example.com,User 1069,1085,0
beta1070,beta1070@yahoo.com,User 1070,1541,0
beta1071,beta1071@outlook.com,User 1071,220,1
test1072,test1072@tempmail.com,User 1072,1364,1
beta1073,beta1073@example.com,User 1073,2962,0
spammer1074,spammer1074@gmail.com,User 1074,1929,0
student1075,student1075@outlook.com,User 1075,754,0
alpha1076,alpha1076@fake.org,User 1076,1874,1
spammer1077,spammer1077@outlook.com,User 1077,752,0
gamma1078,gamma1078@outlook.com,User 1078,2192,0
user1079,user1079@tempmail.com,User 1079,2481,1
beta1080,beta1080@example.com,User 1080,782,0
gamma1081,gamma1081@hotmail.com,User 1081,924,0
beta1082,beta1082@hotmail.com,User 1082,1537,0
normal1083,normal1083@hotmail.com,User 1083,2499,0
student1084,student1084@yahoo.com,User 1084,1087,0
user1085,user1085@outlook.com,User 1085,2187,0
bot1086,bot1086@example.com,User 1086,854,0
bot1087,bot1087@yahoo.com,User 1087,1496,0
gamma1088,gamma1088@gmail.com,User 1088,1768,0
student1089,student1089@outlook.com,User 1089,1531,0
spammer1090,spammer1090@outlook.com,User 1090,1662,0
user1091,user1091@tempmail.com,User 1091,402,1
beta1092,beta1092@fake.org,User 1092,1095,1
wissal1093,wissal1093@yahoo.com,User 1093,1689,0
beta1094,beta1094@tempmail.com,User 1094,206,1
gamma1095,gamma1095@tempmail.com,User 1095,512,1
spammer1096,spammer1096@fraud.net,User 1096,2153,1
bot1097,bot1097@example.com,User 1097,708,0
beta1098,beta1098@outlook.com,User 1098,194,1
bot1099,bot1099@hotmail.com,User 1099,2620,0
student1100,student1100@fake.org,User 1100,468,1
beta1101,beta1101@example.com,User 1101,1635,0
student1102,student1102@example.com,User 1102,2359,0
normal1103,normal1103@tempmail.com,User 1103,753,1
user1104,user1104@fraud.net,User 1104,437,1
wissal1105,wissal1105@outlook.com,User 1105,2405,0
wissal1106,wissal1106@yahoo.com,User 1106,239,1
normal1107,normal1107@hotmail.com,User 1107,2033,0
bot1108,bot1108@yahoo.com,User 1108,2248,0
user1109,user1109@outlook.com,User 1109,225,1
normal1110,normal1110@example.com,User 1110,1790,0
bot1111,bot1111@hotmail.com,User 1111,2311,0
gamma1112,gamma1112@fake.org,User 1112,860,1
student1113,student1113@fraud.net,User 1113,1519,1
spammer1114,spammer1114@yahoo.com,User 1114,2423,0
normal1115,normal1115@hotmail.com,User 1115,1733,0
beta1116,beta1116@gmail.com,User 1116,2507,0
beta1117,beta1117@fraud.net,User 1117,1392,1
spammer1118,spammer1118@yahoo.com,User 1118,834,0
gamma1119,gamma1119@fraud.net,User 1119,1923,1
gamma1120,gamma1120@outlook.com,User 1120,1813,0
gamma1121,gamma1121@gmail.com,User 1121,1706,0
gamma1122,gamma1122@tempmail.com,User 1122,480,1
alpha1123,alpha1123@yahoo.com,User 1123,2805,0
wissal1124,wissal1124@example.com,User 1124,1995,0
normal1125,normal1125@yahoo.com,User 1125,1909,0
user1126,user1126@example.com,User 1126,383,1
spammer1127,spammer1127@spam.com,User 1127,839,1
beta1128,beta1128@yahoo.com,User 1128,468,0
beta1129,beta1129@outlook.com,User 1129,1766,0
alpha1130,alpha1130@spam.com,User 1130,594,1
user1131,user1131@spam.com,User 1131,1589,1
test1132,test1132@gmail.com,User 1132,946,0
normal1133,normal1133@hotmail.com,User 1133,215,1
normal1134,normal1134@fake.org,User 1134,682,1
bot1135,bot1135@gmail.com,User 1135,2132,0
student1136,student1136@yahoo.com,User 1136,365,1
user1137,user1137@outlook.com,User 1137,2218,0
wissal1138,wissal1138@yahoo.com,User 1138,339,1
wissal1139,wissal1139@gmail.com,User 1139,1223,0
bot1140,bot1140@example.com,User 1140,1798,0
alpha1141,alpha1141@hotmail.com,User 1141,315,1
student1142,student1142@outlook.com,User 1142,1795,0
normal1143,normal1143@example.com,User 1143,2415,0
bot1144,bot1144@fake.org,User 1144,1218,1
alpha1145,alpha1145@outlook.com,User 1145,2001,0
student1146,student1146@example.com,User 1146,243,1
user1147,user1147@gmail.com,User 1147,1197,0
alpha1148,alpha1148@hotmail.com,User 1148,1727,0
gamma1149,gamma1149@spam.com,User 1149,1737,1
beta1150,beta1150@fake.org,User 1150,1690,1
gamma1151,gamma1151@fraud.net,User 1151,970,1
beta1152,beta1152@gmail.com,User 1152,1693,0
user1153,user1153@spam.com,User 1153,465,1
alpha1154,alpha1154@hotmail.com,User 1154,1965,0
user1155,user1155@spam.com,User 1155,2192,1
gamma1156,gamma1156@outlook.com,User 1156,422,0
wissal1157,wissal1157@yahoo.com,User 1157,2403,0
student1158,student1158@outlook.com,User 1158,2400,0
beta1159,beta1159@gmail.com,User 1159,216,1
gamma1160,gamma1160@tempmail.com,User 1160,2206,1
user1161,user1161@hotmail.com,User 1161,2124,0
wissal1162,wissal1162@outlook.com,User 1162,961,0
alpha1163,alpha1163@gmail.com,User 1163,1546,0
beta1164,beta1164@spam.com,User 1164,1335,1
normal1165,normal1165@tempmail.com,User 1165,2079,1
test1166,test1166@example.com,User 1166,2663,0
test1167,test1167@spam.com,User 1167,2573,1
wissal1168,wissal1168@fraud.net,User 1168,2517,1
student1169,student1169@example.com,User 1169,1209,0
spammer1170,spammer1170@tempmail.com,User 1170,2682,1
beta1171,beta1171@spam.com,User 1171,1213,1
alpha1172,alpha1172@fraud.net,User 1172,911,1
spammer1173,spammer1173@example.com,User 1173,2703,0
spammer1174,spammer1174@example.com,User 1174,1427,0
student1175,student1175@fraud.net,User 1175,2462,1
normal1176,normal1176@example.com,User 1176,2500,0
user1177,user1177@fake.org,User 1177,111,1
user1178,user1178@hotmail.com,User 1178,2398,0
user1179,user1179@example.com,User 1179,2486,0
student1180,student1180@fake.org,User 1180,1137,1
alpha1181,alpha1181@fraud.net,User 1181,852,1
normal1182,normal1182@fake.org,User 1182,1870,1
bot1183,bot1183@gmail.com,User 1183,1409,0
test1184,test1184@outlook.com,User 1184,271,1
student1185,student1185@example.com,User 1185,1389,0
gamma1186,gamma1186@outlook.com,User 1186,2179,0
beta1187,beta1187@example.com,User 1187,450,0
user1188,user1188@outlook.com,User 1188,373,1
user1189,user1189@hotmail.com,User 1189,2850,0
bot1190,bot1190@outlook.com,User 1190,747,0
beta1191,beta1191@example.com,User 1191,1930,0
wissal1192,wissal1192@example.com,User 1192,368,1
bot1193,bot1193@fraud.net,User 1193,713,1
beta1194,beta1194@gmail.com,User 1194,1112,0
gamma1195,gamma1195@gmail.com,User 1195,1444,0
test1196,test1196@yahoo.com,User 1196,1390,0
gamma1197,gamma1197@outlook.com,User 1197,2899,0
spammer1198,spammer1198@gmail.com,User 1198,1427,0
